Site	Left	Right	Strand	Genes of transcription unit	Object ID
TU00252	2065874	2065764	-	EG12151 // EG12150 // EG13238	TU00252
TU00253	4635477	4639572	+	EG11217 // EG11218 // EG10730 // EG10145	TU00253
TU00254	931031	930962	-	EG10012 // EG11405	TU00254
TU00255	1237525	1239949	+	EG11407 // EG11408	TU00255
TU00256	2599784	2599760	-	EG10658 // EG10205	TU00256
TU00257	2030448	2032317	-	EG11068 // EG10211	TU00257
TU00258	3433650	3435161	+	EG11440 // EG11268	TU00258
TU00259	3883961	3883729	-	EG10828 // EG10242 // EG10235	TU00259
TU00260	12048	15298	+	G0-8893 // EG10241 // EG10240	TU00260
TU00261	4601615	4601517	-	EG11214 // EG10237 // EG10244	TU00261
TU00262	3707870	3707705	-	EG12628 // EG12627 // EG12626 // EG12625 // EG10248	TU00262
TU00263	156235	156201	-	EG11972 // EG11973	TU00263
TU00264	584680	586908	-	EG10673 // EG10268	TU00264
TU00265	3152014	3151984	-	EG10272 // EG10271	TU00265
TU00266	1148516	1151404	+	EG10277 // EG11317 // EG11318	TU00266
TU00267	202101	202556	+	EG11284	TU00267
TU00268	4080299	4085822	-	EG10284 // EG11856 // EG11857 // EG11858	TU00268
TU00269	3540057	3542964	+	EG12933 // EG12101 // EG12102	TU00269
TU00270	612687	619387	+	G0-10437 // EG10299 // EG10264 // EG10297	TU00270
TU00272	1130885	1130863	-	G6562 // G369 // G357	TU00272
TU00273	1130993	1138312	+	G358 // G359 // G360 // G361 // G362 // G363 // G364 // G365 // G366	TU00273
TU00274	2003817	2006165	+	EG10841 // EG11388 // EG11389	TU00274
TU00275	2013205	2019513	+	EG11347 // EG11654 // EG11656 // G377 // G378 // G379	TU00275
TU00276	2019584	2023678	+	EG10322 // EG10323 // EG10324 // EG11224 // EG11975 // EG11976 // EG11977	TU00276
TU00277	3327760	3327664	-	EG11506 // EG11507	TU00277
TU00278	3601028	3604243	-	EG10345 // EG10340 // EG10346	TU00278
TU00279	3192012	3191939	-	EG11381	TU00279
TU00280	3915223	3915200	-	EG10382 // EG11198	TU00280
TU00281	3725354	3725318	-	EG10410 // EG10409	TU00281
TU00282	3656791	3656740	-	EG11400 // EG11399 // EG11398	TU00282
TU00283	3986686	3990766	-	EG10434 // EG10433 // EG10430 // EG10429	TU00283
TU00284	1592482	1592442	-	EG10443 // EG10442	TU00284
TU00285	2089965	2097225	+	EG11269 // EG10449 // EG10447 // EG10446 // EG10445 // EG10450 // EG10444 // EG10448 // EG10451	TU00285
TU00286	4580068	4583048	-	EG10460 // EG10458	TU00286
TU00287	4122354	4122287	-	EG11881 // EG11676	TU00287
TU00288	1031984	1037634	+	EG10468 // EG10469 // EG10470 // EG10471 // EG10472 // EG10473	TU00288
TU00289	3146363	3146261	-	G7554 // EG11805 // EG11804 // EG11803 // EG11802 // EG11801 // EG11800 // EG11799	TU00289
TU00291	21383	27279	+	EG11079 // EG10492 // EG10548 // EG11080 // EG11081	TU00291
TU00292	721056	724414	-	EG10517 // EG10516	TU00292
TU00293	3808516	3810304	+	EG10520 // EG11190	TU00293
TU00295	2966121	2966037	-	EG11002 // EG12128	TU00295
TU00297	1109278	1113560	+	EG11885 // EG11886	TU00297
TU00298	2373648	2380643	-	EG12437 // EG11532 // EG11368 // EG12438 // EG10579 // EG12362	TU00298
TU00299	1224279	1226080	-	EG10598 // EG10597 // EG10596	TU00299
TU00300	816827	819747	+	EG11595 // EG11596 // EG11666 // EG11597 // EG11598	TU00300
TU00301	795062	797612	+	EG12427 // EG10002 // EG10152	TU00301
TU00302	866394	866364	-	EG10154 // EG10153	TU00302
TU00303	1977302	1977139	-	G0-17103 // EG10149 // EG10146 // EG10602 // EG10601	TU00303
TU00304	3401129	3401087	-	EG10610 // EG10609 // EG10608	TU00304
TU00305	2303574	2303497	-	EG12052 // EG12053 // EG12054 // EG12055 // EG12169 // EG12057 // EG12058 // EG12059 // EG12060 // EG12061 // EG12062 // EG12064 // EG12067 // EG12143 // EG12068	TU00305
TU00306	1535937	1542590	-	EG10644 // EG10645 // EG10647 // EG10648	TU00306
TU00307	587982	593178	-	EG11740 // EG11739	TU00307
TU00308	3613628	3618989	+	EG11519 // EG12075 // EG12076 // EG12077 // EG12078 // EG12079	TU00308
TU00309	2868829	2868753	-	EG10510 // EG12111	TU00309
TU00310	2405162	2405072	-	EG12093 // EG11773 // EG12092 // EG12091 // EG12090 // EG12089 // EG12088 // EG12087 // EG11774 // EG12086 // EG12084 // EG12083 // EG12082	TU00310
TU00311	3318175	3318006	-	EG11179 // EG10505 // EG10665	TU00311
TU00312	1982465	1982387	-	EG11751 // EG11752	TU00312
TU00313	149630	149601	-	EG11746 // EG11675	TU00313
TU00314	3407351	3410042	+	G7693 // EG10685 // EG11497	TU00314
TU00315	159171	159126	-	EG11374 // EG10690	TU00315
TU00316	4143995	4147136	+	EG11910 // EG11911	TU00316
TU00319	1190483	1190447	-	EG10732 // EG10731	TU00319
TU00320	1677975	1677903	-	EG10745 // EG10744	TU00320
TU00321	1181783	1185594	-	EG10752 // EG10751 // EG10750 // EG10749	TU00321
TU00322	893736	897929	+	EG11629 // EG11630 // EG11631 // EG11632	TU00322
TU00323	2623044	2626656	+	EG11403 // EG11510	TU00323
TU00324	3033657	3036282	-	EG10552 // EG10762	TU00324
TU00325	260388	262756	+	EG10768 // EG10767	TU00325
TU00326	1368038	1370003	+	EG10776 // EG10777 // EG10778 // EG10779 // EG10780	TU00326
TU00327	2315695	2316827	+	EG10821	TU00327
TU00328	2317027	2319876	-	EG10822	TU00328
TU00329	3793865	3798207	+	EG10838 // EG12210 // EG11189 // EG11424	TU00329
TU00331	2108337	2113061	-	EG11980 // EG11979 // EG11978 // EG12411 // EG12412	TU00331
TU00332	2704223	2704063	-	EG10270 // EG10857	TU00332
TU00333	1728347	1733740	+	EG11547 // EG11548	TU00333
TU00334	3816580	3816549	-	EG10808 // EG10863	TU00334
TU00335	4179623	4189613	+	EG10871 // EG10873 // EG10894 // EG10895	TU00335
TU00336	3378808	3378651	-	EG10908 // EG10874	TU00336
TU00337	3448222	3448149	-	EG11232 // EG10766 // EG10876 // EG10888 // EG10904 // EG10879 // EG10869 // EG10907 // EG10913 // EG10868 // EG10884 // EG10875	TU00337
TU00338	3333516	3333451	-	EG50002 // EG50001	TU00338
TU00339	3811995	3811674	-	EG10891 // EG10886	TU00339
TU00340	3884111	3884852	+	EG10892 // EG10862	TU00340
TU00342	2710087	2710012	-	G7347 // G7348 // EG12341 // EG11897	TU00342
TU00344	3822077	3827291	+	EG10899 // EG10966 // EG10967 // EG10829	TU00344
TU00345	189712	191738	+	G0-8895 // EG10901 // EG11033	TU00345
TU00346	4425025	4426557	+	EG10905 // EG10764 // EG10917 // EG10870	TU00346
TU00347	3453442	3453358	-	EG10916 // EG10887 // EG10877 // EG10902 // EG10882 // EG10918 // EG10865 // EG10883 // EG10867 // EG10866 // EG10909	TU00347
TU00348	3474621	3474552	-	EG11036 // EG10360 // EG10906 // EG10911	TU00348
TU00349	3442565	3442471	-	EG10878 // EG10893 // EG10903 // EG10910 // EG10912	TU00349
TU00351	2746254	2746185	-	EG10880 // EG11023 // EG11153 // EG10915	TU00351
TU00352	3210646	3214962	+	EG10920 // EG10239 // EG10896	TU00352
TU00353	1946024	1945976	-	RUVB // RUVA	TU00353
TU00354	4177177	4178356	+	EG10939 // EG10667	TU00354
TU00355	3761297	3761249	-	EG10942 // EG10941	TU00355
TU00356	1848700	1848676	-	EG11014 // EG11134 // EG10943	TU00356
TU00357	957595	960095	+	EG10946 // EG10073	TU00357
TU00358	161515	161486	-	EG10230 // EG10949	TU00358
TU00359	136940	136917	-	EG11089 // EG10962 // EG10963	TU00359
TU00360	716946	720822	-	G0-17074 // EG10753 // EG10964	TU00360
TU00361	3377569	3377420	-	EG10978 // EG10977	TU00361
TU00362	50380	54702	-	EG10048 // EG10047 // EG10523 // EG10691 // EG10985	TU00362
TU00363	2870686	2870274	-	EG10689 // EG11817	TU00363
TU00364	1500536	1502155	+	EG11883 // EG11884	TU00364
TU00365	4196281	4196099	-	G1 // EG11590 // EG11589 // EG11587 // EG11586 // EG11585	TU00365
TU00366	1802733	1802570	-	EG10506 // EG11001	TU00366
TU00367	774752	777607	+	EG11110 // EG11010 // EG11011 // EG11007	TU00367
TU00368	3206424	3209487	+	EG12393 // EG11168 // EG11169	TU00368
TU00369	4252443	4253888	+	EG11369 // EG11370	TU00369
TU00370	2141634	2142948	-	EG11418 // EG11701	TU00370
TU00371	3847305	3850726	-	EG11053 // EG11052 // EG11051	TU00371
TU00372	1609229	1610680	-	EG11065	TU00372
TU00373	441373	441343	-	G6236 // G6237 // EG10508 // EG11098	TU00373
TU00374	3731069	3736157	+	EG20252 // EG12275 // EG12276 // EG20253	TU00374
TU00375	2479121	2480530	+	EG10249	TU00375
TU00377	954493	954466	-	EG10701 // EG11258	TU00377
TU00378	954503	954466	-	EG10701 // EG11258	TU00378
TU00379	954814	954466	-	EG10701 // EG11258	TU00379
TU00380	953579	953554	-	EG10701	TU00380
TU00381	953641	953554	-	EG10701	TU00381
TU00382	953741	953554	-	EG10701	TU00382
TU00383	953851	953554	-	EG10701	TU00383
TU00384	953925	953554	-	EG10701	TU00384
TU00385	2413459	2414672	+	EG10027	TU00385
TU00386	454434	454865	+	EG10125	TU00386
TU00387	1063833	1063775	-	EG12194 // EG12193	TU00387
TU00388	1343476	1343328	-	EG10679	TU00388
TU00389	1343369	1343328	-	EG10679	TU00389
TU00390	1103859	1105293	+	G6548 // G6547 // EG11489	TU00390
TU00391	1981651	1981612	-	EG11751	TU00391
TU00392	1103344	1103196	-	G6543 // G6544 // G6545 // G6546	TU00392
TU00393	2798536	2798495	-	EG11554	TU00393
TU00394	2798556	2798495	-	EG11554	TU00394
TU00395	2798578	2798495	-	EG11554	TU00395
TU00396	1247425	1247376	-	EG11017	TU00396
TU00397	4467271	4467246	-	EG12202	TU00397
TU00398	1822283	1822256	-	EG10044	TU00398
TU00399	4189753	4190349	+	EG11429	TU00399
TU00400	1912618	1912576	-	EG10462	TU00400
TU00401	495075	497029	+	EG10461	TU00401
TU00402	495084	497029	+	EG10461	TU00402
TU00403	156224	156201	-	EG11972 // EG11973	TU00403
TU00404	156214	156201	-	EG11972 // EG11973	TU00404
TU00405	10644	11315	+	EG11509	TU00405
TU00406	10643	11315	+	EG11509	TU00406
TU00407	3867518	3867422	-	EG11535 // EG11534	TU00407
TU00408	765926	765875	-	EG11109	TU00408
TU00409	4540809	4541559	+	EG10309	TU00409
TU00410	4540667	4541559	+	EG10309	TU00410
TU00411	2750747	2750708	-	EG10416	TU00411
TU00412	4540957	4541559	+	EG10309	TU00412
TU00414	3327731	3327664	-	EG11506 // EG11507	TU00414
TU00415	2001819	2001789	-	G7039 // EG11356 // EG11355	TU00415
TU00416	754670	754468	-	EG10402	TU00416
TU00417	12123	15298	+	G0-8893 // EG10241 // EG10240	TU00417
TU00418	12144	15298	+	G0-8893 // EG10241 // EG10240	TU00418
TU00419	456646	458755	+	EG10158 // EG10159	TU00419
TU00420	3192002	3191939	-	EG11381	TU00420
TU00421	2734205	2734173	-	EG10157	TU00421
TU00423	2659524	2659467	-	EG12311 // EG11328 // EG12130 // EG12131	TU00423
TU00424	2850839	2854321	+	EG10484 // EG10485 // EG10486 // EG10487	TU00424
TU00425	1194961	1196373	+	EG10489	TU00425
TU00426	3601003	3600783	-	EG10897	TU00426
TU00427	3600870	3600783	-	EG10897	TU00427
TU00428	2406656	2406641	-	EG12123	TU00428
TU00429	4354797	4354717	-	EG10553	TU00429
TU00430	4163295	4163270	-	EG11022	TU00430
TU00431	3639983	3640591	+	EG11390	TU00431
TU00432	3639998	3640591	+	EG11390	TU00432
TU00433	3640000	3640591	+	EG11390	TU00433
TU00434	3210712	3214962	+	EG10920 // EG10239 // EG10896	TU00434
TU00435	3210735	3214962	+	EG10920 // EG10239 // EG10896	TU00435
TU00436	3212473	3214962	+	EG10896	TU00436
TU00437	3212637	3214962	+	EG10896	TU00437
TU00438	3212688	3214962	+	EG10896	TU00438
TU00439	2620909	2620872	-	EG12129 // EG11332	TU00439
TU00440	2868782	2868753	-	EG10510 // EG12111	TU00440
TU00442	2868118	2867551	-	EG10510	TU00442
TU00443	3073823	3073691	-	EG10703 // EG10368	TU00443
TU00444	2430770	2430763	-	EG11044 // EG10794 // EG10169	TU00444
TU00445	923080	925540	+	EG10156	TU00445
TU00446	923092	925540	+	EG10156	TU00446
TU00447	923210	925540	+	EG10156	TU00447
TU00448	2405335	2405072	-	EG12093 // EG11773 // EG12092 // EG12091 // EG12090 // EG12089 // EG12088 // EG12087 // EG11774 // EG12086 // EG12084 // EG12083 // EG12082	TU00448
TU00449	432245	432013	-	EG11035	TU00449
TU00450	432091	432013	-	EG11035	TU00450
TU00451	1958520	1959846	-	G7025 // G7024	TU00451
TU00452	3090327	3091123	+	EG11336	TU00452
TU00453	3090275	3091123	+	EG11336	TU00453
TU00454	2928229	2930943	+	EG12142 // EG11623	TU00454
TU00455	4001194	4002376	+	EG11463	TU00455
TU00456	4277447	4277957	+	EG10957	TU00456
TU00457	3597730	3597560	-	EG10536 // EG10537 // EG10541 // EG10538 // EG10540	TU00457
TU00459	2810747	2814154	+	EG10603 // EG11354 // EG11439	TU00459
TU00460	4518282	4518235	-	EG10292 // EG10291	TU00460
TU00461	1040599	1041915	+	EG10049	TU00461
TU00463	3492335	3492297	-	EG10757	TU00463
TU00464	3492395	3492297	-	EG10757	TU00464
TU00465	3492430	3492297	-	EG10757	TU00465
TU00466	3492449	3492297	-	EG10757	TU00466
TU00467	4360106	4360031	-	EG10131 // EG10132	TU00467
TU00468	4348764	4348744	-	EG10357 // EG10006	TU00468
TU00469	3569455	3569328	-	EG10380 // EG10377 // EG10379	TU00469
TU00470	3569571	3569328	-	EG10380 // EG10377 // EG10379	TU00470
TU00471	2001808	2001789	-	G7039 // EG11356 // EG11355	TU00471
TU00472	3210646	3211072	+	EG10920	TU00472
TU00473	2687441	2687408	-	EG10384	TU00473
TU00474	2687526	2687408	-	EG10384	TU00474
TU00475	2430800	2430763	-	EG11044 // EG10794 // EG10169	TU00475
TU00476	2312864	2312749	-	EG10670	TU00476
TU00477	2312887	2312749	-	EG10670	TU00477
TU00478	3485951	3485818	-	EG11182	TU00478
TU00479	2533501	2536380	+	EG10788 // EG10789 // EG10165	TU00479
TU00480	2533498	2536380	+	EG10788 // EG10789 // EG10165	TU00480
TU00481	2533507	2536380	+	EG10788 // EG10789 // EG10165	TU00481
TU00482	2533601	2536380	+	EG10788 // EG10789 // EG10165	TU00482
TU00483	2533608	2536380	+	EG10788 // EG10789 // EG10165	TU00483
TU00484	4472553	4472533	-	EG11279 // EG10811 // EG10805	TU00484
TU00485	4472745	4472533	-	EG11279 // EG10811 // EG10805	TU00485
TU00486	2023836	2024591	+	EG10820	TU00486
TU00487	3344662	3348289	+	EG10898 // EG11681 // EG11682 // EG12146 // EG12147	TU00487
TU00488	3915326	3915200	-	EG10382 // EG11198	TU00488
TU00489	236913	237067	+	EG30025	TU00489
TU00490	262841	262946	+	EG30104	TU00490
TU00491	564703	564799	+	EG30014	TU00491
TU00492	780514	780918	+	EG30055 // EG30109 // EG30057	TU00492
TU00493	1746415	1746592	+	EG30111 // EG30112	TU00493
TU00494	2286207	2286331	+	EG30067	TU00494
TU00495	2520924	2521519	+	EG30110 // EG30113 // EG30114 // EG30056	TU00495
TU00496	2947382	2947756	+	EG30062 // EG31117 // EG30060	TU00496
TU00497	2044541	2044750	+	EG30020	TU00497
TU00498	2059845	2059966	+	EG30021	TU00498
TU00499	2062252	2062335	+	EG30022	TU00499
TU00500	2466308	2466383	+	EG30016	TU00500
TU00501	3110365	3110477	+	EG30065	TU00501
TU00502	3215597	3215716	+	EG30046	TU00502
TU00503	3982364	3982841	+	EG30017 // EG30042 // EG30049 // EG30068	TU00503
TU00504	4175381	4177185	+	EG11037 // EG30102 // EG30107 // EG30036 // EG30101	TU00504
TU00505	4392313	4392658	+	EG30038 // EG30040 // EG30041	TU00505
TU00506	4496386	4496529	+	EG30053	TU00506
TU00507	697163	697133	-	EG30031 // EG30029 // EG30059 // EG30030 // EG30028 // EG30052 // EG30058	TU00507
TU00508	926006	925971	-	EG30096	TU00508
TU00509	1031719	1031712	-	EG30093	TU00509
TU00510	1097676	1097652	-	EG30097	TU00510
TU00511	1287665	1287622	-	EG11016 // EG30108 // EG30106	TU00511
TU00512	1992180	1992117	-	G0-16636 // EG30054 // G7991 // EG30039	TU00512
TU00513	2043562	2043557	-	EG30094	TU00513
TU00514	2518253	2518231	-	EG30012 // EG30011	TU00514
TU00515	2818697	2818645	-	EG30013 // EG30019 // EG30018 // EG30015 // EG30095	TU00515
TU00516	2999064	2999057	-	EG30037	TU00516
TU00517	3318297	3318289	-	EG10505 // EG10665 // EG11179 // EG30061	TU00517
TU00518	3322278	3322158	-	EG30050	TU00518
TU00519	3708694	3708692	-	EG30066	TU00519
TU00520	4362627	4362626	-	EG30064	TU00520
TU00521	4606432	4606401	-	EG30051 // EG30047 // EG30048	TU00521
TU00522	122034	129394	+	EG11088 // EG10024 // EG10025 // EG10543	TU00522
TU00523	127717	129394	+	EG10543	TU00523
TU00524	754958	765150	+	G0-17009 // EG10933 // EG10934 // EG10931 // EG10932 // EG10979 // EG10980 // EG10981 // EG10982	TU00524
TU00526	2709632	2709404	-	G7347 // G7348 // EG12341	TU00526
TU00527	1755467	1757110	+	EG10804	TU00527
TU101	4551518	4554361	+	EG20248 // EG11066	TU101
TU102	1488190	1489671	+	EG10035	TU102
TU103	1079168	1080838	+	EG10802	TU103
TU104	1079179	1080838	+	EG10802	TU104
TU121	1079185	1080838	+	EG10802	TU121
TU122	1079210	1080838	+	EG10802	TU122
TU123	1079291	1080838	+	EG10802	TU123
TU141	34218	34695	+	G6088	TU141
TU142	42325	45750	+	EG11565 // EG11564 // EG11563 // EG11562	TU142
TU161	3536707	3536584	-	EG10269 // EG10672	TU161
TU162	3536639	3536584	-	EG10269 // EG10672	TU162
TU163	3536755	3536584	-	EG10269 // EG10672	TU163
TU164	3777289	3781017	+	EG11963 // EG11962 // EG11961	TU164
TU182	4542694	4549710	+	EG10311 // EG10315 // EG10314 // EG10313 // EG10310 // EG11974 // EG10308	TU182
TU183	4541871	4542902	+	EG10312	TU183
TU21	777740	780389	+	EG12854 // EG10684 // EG11008	TU21
TU221	3600813	3600783	-	EG10897	TU221
TU241	4442261	4442176	-	EG11433	TU241
TU243	4379003	4378944	-	EG10040	TU243
TU25	1933109	1932756	-	EG10256	TU25
TU26	1932799	1932756	-	EG10256	TU26
TU261	973404	980786	+	EG10618 // EG11252 // EG12165 // EG12167	TU261
TU262	4042030	4041999	-	EG11828 // EG11829	TU262
TU263	4042121	4041999	-	EG11828 // EG11829	TU263
TU27	1932784	1932756	-	EG10256	TU27
TU281	2710186	2710164	-	G0-16690 // G7347 // G7348 // EG12341 // EG11897	TU281
TU3	1319944	1319788	-	EG11024 // EG11025 // EG11026	TU3
TU301	2524910	2524878	-	EG13159 // G85	TU301
TU302	385205	388646	+	EG12423 // G6219 // G6218 // G6217	TU302
TU305	1266899	1269067	+	EG10518 // EG11251 // G6630	TU305
TU306	1267854	1269067	+	EG10518	TU306
TU341	3318375	3318289	-	EG10743 // EG10914 // EG11177 // EG11178 // EG10505 // EG10665 // EG11179 // EG30061	TU341
TU343	3318297	3318289	-	EG30061	TU343
TU344	4640508	4640306	-	EG10061	TU344
TU345	4640512	4640306	-	EG10061	TU345
TU346	4640535	4640306	-	EG10061	TU346
TU347	4640599	4640306	-	EG10061	TU347
TU348	4640688	4640306	-	EG10061	TU348
TU352	4640801	4640306	-	EG10061	TU352
TU354	4640681	4640306	-	EG10061	TU354
TU355	1078925	1078882	-	EG10801	TU355
TU356	576870	576825	-	EG10659	TU356
TU358	771284	774181	+	EG10174 // EG10173	TU358
TU359	4365392	4365356	-	EG12177	TU359
TU361	961165	963716	+	EG10900 // EG11265	TU361
TU362	738980	740925	+	EG10736 // EG11108	TU362
TU363	2303577	2303497	-	EG12052 // EG12053 // EG12054 // EG12055 // EG12169 // EG12057 // EG12058 // EG12059 // EG12060 // EG12061 // EG12062 // EG12064 // EG12067 // EG12143 // EG12068	TU363
TU365	739421	740925	+	EG10736	TU365
TU368	3742618	3742532	-	EG12278	TU368
TU369	1572072	1572045	-	G6786 // EG11490	TU369
TU4	1453670	1453642	-	G6708	TU4
TU401	3561849	3561823	-	EG10400 // EG10397 // EG10395	TU401
TU402	3561480	3561452	-	EG10400 // EG10397	TU402
TU403	3560891	3560605	-	EG10400	TU403
TU404	3560756	3560605	-	EG10400	TU404
TU423	883649	884938	+	G6440	TU423
TU424	2838132	2838105	-	EG11551 // EG11552	TU424
TU441	1151575	1153180	+	EG12606 // EG50003	TU441
TU442	1149728	1151851	+	EG50003 // EG11318 // EG11317	TU442
TU443	1150670	1151851	+	EG50003 // EG11318	TU443
TU461	1237509	1239949	+	EG11408 // EG11407	TU461
TU462	1237538	1239949	+	EG11408 // EG11407	TU462
TU482	3274934	3274907	-	EG30069 // EG11175 // EG11176 // EG10016 // EG12760	TU482
TU483	2704223	2704063	-	EG10247 // EG10693 // EG10832 // EG10270 // EG10857	TU483
TU484	2701813	2701729	-	EG10247 // EG10693	TU484
TU486	4200176	4200601	+	EG10466	TU486
TU487	461442	461778	+	EG10467	TU487
TU488	461395	461778	+	EG10467	TU488
TU489	461332	461778	+	EG10467	TU489
TU490	461305	461778	+	EG10467	TU490
TU491	2634197	2635602	+	EG11072	TU491
TU5	1453865	1463438	+	G6719 // G6718 // G6717 // G6716 // G6715 // G6714 // G6713 // G6712 // G6711 // G6710 // G6709	TU5
TU501	1447367	1447283	-	G6706	TU501
TU502	1741201	1742561	+	EG11531	TU502
TU503	1741379	1742561	+	EG11531	TU503
TU521	2913829	2913651	-	EG11249 // EG10571 // EG10835	TU521
TU522	2911368	2911339	-	EG10572 // EG11249 // EG10571	TU522
TU523	2911355	2911339	-	EG10572 // EG11249 // EG10571	TU523
TU524	3950218	3957123	+	G0-10641 // G8221 // EG10493 // EG10496 // EG10497 // EG10501 // EG11270	TU524
TU525	3950290	3957123	+	G0-10641 // G8221 // EG10493 // EG10496 // EG10497 // EG10501 // EG11270	TU525
TU526	3952388	3957123	+	EG10493 // EG10496 // EG10497	TU526
TU541	911076	911049	-	EG10754	TU541
TU542	1832399	1833234	+	EG11073	TU542
TU543	3270592	3270592	-	EG30069	TU543
TU544	1388844	1388811	-	G6660	TU544
TU546	1298309	1298121	-	EG10031	TU546
TU561	1011666	1015459	+	G6492 // G6491 // G6490	TU561
TU562	1011659	1015459	+	G6492 // G6491 // G6490	TU562
TU564	961717	964173	+	EG10441 // EG10900	TU564
TU565	961859	964173	+	EG10441 // EG10900	TU565
TU581	1230466	1230394	-	G6619	TU581
TU582	1349129	1348912	-	EG11620	TU582
TU583	1348944	1348912	-	EG11620	TU583
TU584	180845	182308	+	EG10463	TU584
TU586	3667607	3667580	-	EG12243 // EG50009	TU586
TU587	472556	474301	+	EG11821 // EG12191	TU587
TU592	3742674	3750781	+	EG12281 // EG12287 // EG12286 // EG12285 // EG12284 // EG12283 // EG12282 // EG12280 // EG12279	TU592
TU593	3883882	3883729	-	EG10828 // EG10242 // EG10235	TU593
TU601	1146649	1147540	+	EG10890 // EG11119	TU601
TU602	1146791	1147540	+	EG10890 // EG11119	TU602
TU61	3558107	3558079	-	G7750 // G7751	TU61
TU621	4366843	4366773	-	EG11225	TU621
TU641	121650	121551	-	EG10084	TU641
TU65	2061978	2061933	-	G7072	TU65
TU66	1190508	1190447	-	EG10732 // EG10731	TU66
TU661	4046940	4049752	+	EG10746	TU661
TU67	3730807	3730765	-	EG11075 // EG11074	TU67
TU68	3734906	3736157	+	EG20253	TU68
TU681	2685797	2687025	+	EG10456	TU681
TU682	3884237	3884852	+	EG10862 // EG10892	TU682
TU684	1954578	1958132	-	G7022 // G7023	TU684
TU685	3618537	3618989	+	EG11519	TU685
TU686	2601171	2614782	+	G7309 // G7308 // G7307 // G7306 // G7305 // G7304 // G7303 // G7302 // G7301 // G7300 // EG11282 // EG11150	TU686
TU7	1463509	1465061	+	G6721 // G6720	TU7
TU701	2804563	2808124	+	EG10773 // EG10772 // EG10771	TU701
TU702	2804755	2808124	+	EG10773 // EG10772 // EG10771	TU702
TU704	2804599	2808124	+	EG10773 // EG10772 // EG10771	TU704
TU721	890776	890753	-	EG10417	TU721
TU723	2857019	2859654	+	EG10625	TU723
TU743	3884065	3884852	+	EG10862 // EG10892	TU743
TU781	1813742	1813663	-	G6936	TU781
TU782	4201712	4201688	-	EG11918	TU782
TU783	4201905	4204645	+	EG10482 // EG10008	TU783
TU784	4196954	4196808	-	EG11738	TU784
TU787	4196859	4196808	-	EG11738	TU787
TU788	4107474	4108732	+	EG10699	TU788
TU789	1668603	1668564	-	G6852	TU789
TU790	1668591	1668564	-	G6851 // G6852	TU790
TU791	2522505	2522477	-	EG11146	TU791
TU792	2522563	2522477	-	EG11146	TU792
TU793	1057984	1057954	-	EG12615	TU793
TU794	1335781	1338506	+	EG11325	TU794
TU795	1335424	1338506	+	G0-16736 // EG11325	TU795
TU796	131519	134272	+	EG12316	TU796
TU797	4049899	4050016	+	EG30098	TU797
TU801	4393937	4404304	+	EG10435 // EG10436 // EG10437 // EG10438 // EG10595 // EG11281 // EG11363 // EG11757 // EG11758	TU801
TU802	4394035	4404304	+	EG10435 // EG10436 // EG10437 // EG10438 // EG10595 // EG11281 // EG11363 // EG11757 // EG11758	TU802
TU821	4338042	4337929	-	EG11966	TU821
TU841	2231819	2232728	+	EG10137	TU841
TU861	2255290	2256014	+	EG12031	TU861
TU862	2255252	2255186	-	EG12030	TU862
