Entry	Gene Names (ordered locus)	Entry Name	Gene Ontology IDs	InterPro	Keywords
C1P610	b4680 JW2375.1	YPDK_ECOLI	GO:0005886; GO:0016020; GO:0016021		Cell inner membrane;Cell membrane;Membrane;Reference proteome;Stress response;Transmembrane;Transmembrane helix
C1P611	b4687 JW2546.1	SHOB_ECOLI	GO:0012501; GO:0016021		Membrane;Reference proteome;Toxin-antitoxin system;Transmembrane;Transmembrane helix
E2JKY7	b4702 JW4200.1	LPMG_ECOLI	GO:0031556; GO:0032026	IPR031434;	Leader peptide;Reference proteome
G3MTW7	b4703 JW4072.1	PMRR_ECOLI	GO:0005886; GO:0016021		Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
O32528	b2376 JW2373	YPDI_ECOLI	GO:0005886; GO:0009242		Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal
O52982	b2636 JW5921	YFJS_ECOLI	GO:0005886		Cell inner membrane;Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal
P03061	b3672 JW3647	LPIV_ECOLI	GO:0009099	IPR012566;	Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Leader peptide;Reference proteome
P03835	b4278 JW5767	INSG_ECOLI	GO:0003677; GO:0004803; GO:0006313	IPR012337;IPR002559;IPR024473;	DNA recombination;DNA-binding;Reference proteome;Transposable element;Transposition
P03841	b4037 JW3997	MALM_ECOLI	GO:0008643; GO:0030288	IPR010794;	Periplasm;Reference proteome;Signal;Sugar transport;Transport
P04846	b3661 JW3635	NLPA_ECOLI	GO:0005886	IPR004872;	Cell inner membrane;Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal
P06965	b1569 JW1561	DICC_ECOLI	GO:0003677; GO:0007049; GO:0051301	IPR010982;	Cell cycle;Cell division;DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation
P07021	b2605 JW2586	YFIB_ECOLI	GO:0005886; GO:0016021	IPR006664;IPR006665;IPR036737;	Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal
P08245	b1282 JW1274	YCIH_ECOLI	GO:0001731; GO:0002188; GO:0003729; GO:0003743; GO:0043024	IPR001950;IPR005872;IPR036877;	3D-structure;Protein biosynthesis;Reference proteome;Translation regulation
P08369	b4400 JW4363	CRED_ECOLI	GO:0005886; GO:0016021	IPR010364;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P08371	b2825 JW5451	PPDB_ECOLI	GO:0015628; GO:0016021	IPR012902;IPR016419;	Membrane;Methylation;Reference proteome;Transmembrane;Transmembrane helix
P08372	b2823 JW2791	PPDC_ECOLI	GO:0016021	IPR022204;IPR012902;	Membrane;Methylation;Reference proteome;Transmembrane;Transmembrane helix
P08390	b2319 JW2316	USG_ECOLI	GO:0005829; GO:0008652; GO:0016620; GO:0046983; GO:0051287	IPR036291;IPR000534;IPR012280;	Direct protein sequencing;Reference proteome
P09127	b3803 JW3775	HEMX_ECOLI	GO:0005886; GO:0016021	IPR007470;	Cell inner membrane;Cell membrane;Direct protein sequencing;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P09153	b1156 JW1142	TFAE_ECOLI		IPR003458;	Reference proteome
P09162	b4011 JW3971	YJAA_ECOLI	GO:0044011; GO:0070301; GO:0071468		Reference proteome
P09557	b1575 JW1566	DICB_ECOLI	GO:0007049; GO:0051301; GO:0051302; GO:0051782	IPR008022;	Cell cycle;Cell division;Reference proteome
P0A6N8	b2171 JW5362	EFPL_ECOLI	GO:0003746; GO:0005737; GO:0005829	IPR015365;IPR012340;IPR014722;IPR020599;IPR013185;IPR011897;IPR001059;IPR013852;IPR008991;	Reference proteome
P0A772	b2674 JW2649	NRDI_ECOLI	GO:0010181; GO:0036211	IPR029039;IPR020852;IPR004465;	3D-structure;Reference proteome
P0A7C8	b4030 JW3990	PSIE_ECOLI	GO:0005886; GO:0016021; GO:0016036	IPR009315;IPR020948;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0A8A0	b1864 JW1853	YEBC_ECOLI	GO:0003677; GO:0005829; GO:0006355; GO:0010212	IPR017856;IPR002876;IPR026564;IPR029072;	3D-structure;Cytoplasm;DNA-binding;Reference proteome;Transcription;Transcription regulation
P0A8A2	b1983 JW1964	YEEN_ECOLI	GO:0003677; GO:0005829; GO:0006355	IPR017856;IPR002876;IPR026564;IPR026562;IPR029072;	Cytoplasm;DNA-binding;Reference proteome;Transcription;Transcription regulation
P0A8C4	b2909 JW5473	YGFB_ECOLI	GO:0005829	IPR011978;IPR036255;	Reference proteome
P0A8D3	b0387 JW0378	YAII_ECOLI		IPR003791;	Reference proteome
P0A8D9	b2295 JW2292	YFBV_ECOLI	GO:0005886; GO:0016021; GO:2001251	IPR007334;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0A8E1	b1108 JW5158	YCFP_ECOLI	GO:0005829	IPR029058;IPR022987;IPR008886;	Reference proteome
P0A8J4	b0631 JW0626	YBED_ECOLI	GO:0005829; GO:0034605	IPR007454;IPR027471;	3D-structure;Reference proteome
P0A8K8	b3886 JW3857	YIHY_ECOLI	GO:0005886; GO:0005887	IPR023679;IPR017039;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0A8M6	b2007 JW1989	YEEX_ECOLI	GO:0005829; GO:0051286; GO:1903066	IPR007458;	Direct protein sequencing;Reference proteome
P0A8R7	b1322 JW1315	YCJF_ECOLI	GO:0005886; GO:0016021	IPR021147;IPR006507;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0A8U2	b0209 JW5017	YAFD_ECOLI	GO:0003824; GO:0005737	IPR036691;IPR005135;IPR022958;	Cytoplasm;Reference proteome
P0A8W5	b2948 JW2915	YQGE_ECOLI	GO:0005829	IPR003774;	Reference proteome
P0A8W8	b2294 JW2291	YFBU_ECOLI	GO:0005829; GO:0006974; GO:0042802	IPR005587;IPR023146;IPR023145;	Reference proteome
P0A8X0	b4234 JW4193	YJGA_ECOLI	GO:0005829	IPR023153;IPR006839;	3D-structure;Cytoplasm;Reference proteome
P0A8X2	b1056 JW1043	YCEI_ECOLI	GO:0042597	IPR007372;IPR036761;IPR023480;	3D-structure;Direct protein sequencing;Periplasm;Reference proteome;Signal
P0A8Z7	b3031 JW2999	YQIA_ECOLI	GO:0016788; GO:0052689	IPR029058;IPR008886;	Hydrolase;Reference proteome;Serine esterase
P0A905	b1641 JW1633	SLYB_ECOLI	GO:0009279	IPR008816;	Cell outer membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal
P0A976	b1558 JW1550	CSPF_ECOLI	GO:0001072; GO:0003676; GO:0003677; GO:0003723; GO:0005829; GO:0010468; GO:0060567	IPR012156;IPR011129;IPR019844;IPR002059;IPR012340;	Activator;Cytoplasm;DNA-binding;Reference proteome;Transcription;Transcription regulation
P0A982	b0989 JW5134	CSPH_ECOLI	GO:0001072; GO:0003676; GO:0003677; GO:0003723; GO:0005829; GO:0010468; GO:0060567	IPR012156;IPR011129;IPR019844;IPR002059;IPR012340;	Activator;Cytoplasm;DNA-binding;Reference proteome;Transcription;Transcription regulation
P0A986	b1552 JW1544	CSPI_ECOLI	GO:0001072; GO:0003676; GO:0003677; GO:0003723; GO:0005829; GO:0009409; GO:0010468; GO:0060567	IPR012156;IPR011129;IPR019844;IPR002059;IPR012340;	Activator;Cytoplasm;DNA-binding;Reference proteome;Transcription;Transcription regulation
P0A9K1	b1020 JW1005	PHOH_ECOLI	GO:0005524; GO:0005829	IPR027417;IPR003714;	ATP-binding;Cytoplasm;Direct protein sequencing;Nucleotide-binding;Reference proteome;Stress response
P0A9K3	b0660 JW0657	PHOL_ECOLI	GO:0005524; GO:0005829	IPR027417;IPR003714;	ATP-binding;Cytoplasm;Nucleotide-binding;Reference proteome
P0A9R2	b0554 JW0543	ESSD_ECOLI	GO:0019835	IPR007054;	Cytolysis;Host cell lysis by virus;Reference proteome;Viral release from host cell
P0A9T6	b0483 JW0472	YBAQ_ECOLI	GO:0003677	IPR001387;IPR010982;IPR013430;	3D-structure;DNA-binding;Reference proteome;Transcription;Transcription regulation
P0A9T8	b0495 JW0484	YBBA_ECOLI	GO:0005524; GO:0016020; GO:0042953	IPR003593;IPR003439;IPR017871;IPR015854;IPR017911;IPR027417;	ATP-binding;Nucleotide-binding;Reference proteome;Transport
P0A9U3	b0820 JW0804	YBIT_ECOLI	GO:0005524	IPR003593;IPR032781;IPR003439;IPR027417;	ATP-binding;Nucleotide-binding;Reference proteome;Repeat
P0A9U8	b1695 JW5275	YDIO_ECOLI	GO:0003995; GO:0005737; GO:0033539; GO:0050660; GO:0071271	IPR006089;IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;	FAD;Flavoprotein;Oxidoreductase;Reference proteome
P0A9V5	b3555 JW3524	YIAG_ECOLI	GO:0003677	IPR001387;IPR010982;	DNA-binding;Reference proteome;Transcription;Transcription regulation
P0A9W9	b3279 JW5710	YRDA_ECOLI	GO:0005829; GO:0008270; GO:0032991; GO:0042802	IPR001451;IPR011004;	3D-structure;Reference proteome
P0AA31	b1930 JW1915	YEDF_ECOLI	GO:0006974	IPR001455;IPR036868;	3D-structure;Reference proteome
P0AA49	b2372 JW2369	YFDV_ECOLI	GO:0005886; GO:0016021; GO:0055085	IPR004776;IPR038770;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
P0AA57	b1841 JW1830	YOBA_ECOLI	GO:0005507; GO:0006825; GO:0030288; GO:0046688	IPR032694;IPR007348;IPR014755;IPR014756;	Copper;Metal-binding;Periplasm;Reference proteome;Signal
P0AA70	b1959 JW1942	YEDA_ECOLI	GO:0005887; GO:0009636	IPR004779;IPR000620;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport
P0AA91	b1806 JW1795	YEAY_ECOLI	GO:0005886; GO:0019867	IPR004658;	Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal
P0AA99	b0224 JW0214	YAFK_ECOLI	GO:0008360; GO:0009252; GO:0016757; GO:0071555; GO:0071972	IPR005490;IPR038063;	Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Hydrolase;Peptidoglycan synthesis;Reference proteome;Signal;Transferase
P0AAA3	b0293 JW0287	ECPA_ECOLI	GO:0009289	IPR016514;IPR038478;	Fimbrium;Reference proteome;Signal
P0AAA5	b0991 JW0975	YMCE_ECOLI	GO:0005886; GO:0016021	IPR031853;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0AAC4	b0786 JW0769	YBHL_ECOLI	GO:0005886; GO:0016020; GO:0016021	IPR006214;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0AAE5	b1605 JW1597	ARCD_ECOLI	GO:0005887; GO:0006865; GO:0015297	IPR002293;IPR004754;	Amino-acid transport;Antiport;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
P0AAK4	b2713 JW2683	HYDN_ECOLI	GO:0009055; GO:0046872; GO:0051539	IPR017896;IPR017900;	4Fe-4S;Electron transport;Iron;Iron-sulfur;Metal-binding;Reference proteome;Repeat;Transport
P0AAL6	b1674 JW1664	YDHY_ECOLI	GO:0046872; GO:0051539	IPR017896;IPR017900;	4Fe-4S;Iron;Iron-sulfur;Metal-binding;Reference proteome;Repeat
P0AAN1	b2992 JW2960	HYBE_ECOLI	GO:0051604	IPR023994;IPR038530;	3D-structure;Reference proteome
P0AAP5	b0375 JW0366	IPRA_ECOLI	GO:0006979	IPR018490;IPR041687;IPR034719;IPR014710;	Reference proteome;Stress response
P0AAP7	b0379 JW0370	YAIY_ECOLI	GO:0005886; GO:0016021	IPR020513;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0AAQ0	b0380 JW5053	YAIZ_ECOLI	GO:0005886; GO:0016021	IPR020490;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0AAQ2	b0410 JW0400	YAJD_ECOLI	GO:0003676; GO:0004519; GO:0005829	IPR002711;IPR003615;	Hydrolase;Nuclease;Reference proteome
P0AAR5	b0468 JW0457	YBAN_ECOLI	GO:0005886; GO:0016021	IPR007401;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0AAR8	b0442 JW0432	YBAV_ECOLI	GO:0003677; GO:0006281; GO:0015627; GO:0015628; GO:0030288	IPR004509;IPR003583;IPR010994;	Reference proteome;Repeat;Signal
P0AAS0	b0458 JW5063	YLAC_ECOLI	GO:0005886; GO:0016021	IPR019713;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0AAS3	b0488 JW5065	YBBJ_ECOLI	GO:0005886; GO:0016021	IPR012340;IPR002810;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0AAU5	b0702 JW0691	YBFB_ECOLI	GO:0005886; GO:0016021		Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0AAU7	b0685 JW5816	YBFE_ECOLI	GO:0006355; GO:0006974	IPR002145;IPR010985;	Reference proteome
P0AAV0	b0735 JW0725	YBGE_ECOLI		IPR011846;	Reference proteome
P0AAW5	b0791 JW0774	YBHQ_ECOLI	GO:0005886; GO:0016021	IPR021303;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0AAX3	b0802 JW0787	YBIJ_ECOLI	GO:0006974; GO:0042597	IPR025543;IPR036275;IPR010854;	Periplasm;Reference proteome;Signal
P0AAY1	b0836 JW0820	BSSR_ECOLI	GO:0010468; GO:1900190	IPR020359;	Reference proteome
P0AAZ0	b0858 JW0842	YBJO_ECOLI	GO:0005886; GO:0016021	IPR019703;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0AB06	b0926 JW0909	YCBK_ECOLI	GO:0004175; GO:0009254; GO:0030288	IPR010275;IPR009045;IPR006311;	Reference proteome;Signal
P0AB12	b0961 JW0944	YCCF_ECOLI	GO:0005886; GO:0016021	IPR031308;IPR005185;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0AB14	b1003 JW0988	YCCJ_ECOLI	GO:0005829	IPR025600;	Direct protein sequencing;Reference proteome
P0AB26	b1063 JW1050	YCEB_ECOLI	GO:0005886	IPR010835;	3D-structure;Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal
P0AB31	b1050 JW5151	YCEK_ECOLI	GO:0006974; GO:0031246	IPR010780;	Reference proteome;Signal
P0AB35	b1110 JW1096	YCFJ_ECOLI	GO:0016021; GO:0019867; GO:1900190	IPR008816;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0AB49	b1205 JW1196	YCHH_ECOLI	GO:0044011; GO:0070301; GO:0071276	IPR019698;	Reference proteome
P0AB52	b1219 JW1210	YCHN_ECOLI	GO:0005829; GO:0032991; GO:0042802	IPR027396;IPR003787;	3D-structure;Reference proteome
P0AB55	b1251 JW1243	YCII_ECOLI	GO:0005829	IPR011008;IPR005545;	Direct protein sequencing;Reference proteome
P0ABP6	b2317 JW2314	DEDA_ECOLI	GO:0005886; GO:0016021	IPR032818;IPR032816;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0ABR1	b1061 JW1048	DINI_ECOLI	GO:0006281; GO:0009432; GO:0019899	IPR036687;IPR010391;	3D-structure;DNA damage;DNA repair;Reference proteome;SOS response
P0ABY2	b1926 JW1911	FLIT_ECOLI	GO:0005829; GO:0006457; GO:0044781; GO:0071973; GO:1902209	IPR008622;	Bacterial flagellum biogenesis;Chaperone;Cytoplasm;Reference proteome;Repressor;Transcription;Transcription regulation
P0ABY4	b2895 JW2863	FLAW_ECOLI	GO:0009055; GO:0010181	IPR008254;IPR001226;IPR010086;IPR029039;	3D-structure;Electron transport;Flavoprotein;FMN;Reference proteome;Transport
P0AC73	b3077 JW3048	EBGC_ECOLI	GO:0005829	IPR004375;IPR037012;	Reference proteome
P0AC92	b4517 JW0976	GNSA_ECOLI	GO:0005829; GO:0042802	IPR012563;	3D-structure;Reference proteome
P0ACH1	b3188 JW3155	SFSB_ECOLI	GO:0003677	IPR010982;IPR038722;	Activator;DNA-binding;Reference proteome;Transcription;Transcription regulation
P0ACI0	b4396 JW4359	ROB_ECOLI	GO:0003700; GO:0005829; GO:0043565	IPR010499;IPR029442;IPR009057;IPR018060;IPR018062;IPR011256;IPR020449;	3D-structure;Direct protein sequencing;DNA-binding;Reference proteome
P0ACI3	b3569 JW3541	XYLR_ECOLI	GO:0000976; GO:0003700; GO:0006355	IPR009057;IPR018060;IPR018062;IPR046335;IPR028082;IPR020449;	3D-structure;DNA-binding;Reference proteome;Transcription;Transcription regulation
P0ACL2	b3094 JW3065	EXUR_ECOLI	GO:0003677; GO:0003700; GO:0045892	IPR011711;IPR008920;IPR000524;IPR036388;IPR036390;	DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation
P0ACM2	b1540 JW1533	RSPR_ECOLI	GO:0003677; GO:0003700	IPR011711;IPR008920;IPR000524;IPR036388;IPR036390;	DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation
P0ACM5	b2101 JW2088	YEGW_ECOLI	GO:0003677; GO:0003700; GO:0045892	IPR028978;IPR000524;IPR011663;IPR036388;IPR036390;	DNA-binding;Reference proteome;Transcription;Transcription regulation
P0ACM9	b3872 JW3843	YIHL_ECOLI	GO:0003677; GO:0003700; GO:0045892	IPR028978;IPR000524;IPR011663;IPR036388;IPR036390;	DNA-binding;Reference proteome;Transcription;Transcription regulation
P0ACR2	b1659 JW1651	YDHB_ECOLI	GO:0000976; GO:0003700; GO:0006355	IPR005119;IPR000847;IPR036388;IPR036390;	DNA-binding;Reference proteome;Transcription;Transcription regulation
P0ACR4	b2157 JW2144	YEIE_ECOLI	GO:0000976; GO:0003700; GO:0006351; GO:0006355	IPR005119;IPR000847;IPR036388;IPR036390;	DNA-binding;Reference proteome;Transcription;Transcription regulation
P0ACR7	b2409 JW2400	YFER_ECOLI	GO:0003677; GO:0003700; GO:0005829; GO:0006355	IPR005119;IPR000847;IPR036388;IPR036390;	DNA-binding;Reference proteome;Transcription;Transcription regulation
P0ACU7	b4135 JW5733	YJDC_ECOLI	GO:0000976; GO:0003700; GO:0006355	IPR009057;IPR001647;IPR036271;	DNA-binding;Reference proteome;Transcription;Transcription regulation
P0ACX0	b1607 JW1599	YDGC_ECOLI	GO:0005886; GO:0005887	IPR009707;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0ACX3	b1667 JW1657	YDHR_ECOLI	GO:0005829; GO:0016491	IPR011008;IPR014910;	3D-structure;Oxidoreductase;Reference proteome
P0ACY3	b1783 JW1772	YEAG_ECOLI	GO:0004672; GO:0006995	IPR027417;IPR013153;IPR010650;IPR016230;	Reference proteome
P0ACY6	b1789 JW1778	YEAL_ECOLI	GO:0005886; GO:0005887	IPR007382;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0ACY9	b1848 JW1837	YEBG_ECOLI	GO:0005829; GO:0006281; GO:0009432; GO:0010165	IPR009813;IPR038627;	Reference proteome
P0AD12	b2016 JW1998	YEEZ_ECOLI	GO:0005524; GO:0005829	IPR001509;IPR036291;	ATP-binding;Nucleotide-binding;Reference proteome;Signal
P0AD17	b2135 JW5356	YOHC_ECOLI	GO:0005886; GO:0006974; GO:0016021	IPR006977;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0AD19	b2142 JW2130	YOHK_ECOLI	GO:0005886; GO:0016021	IPR005261;IPR007300;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0AD27	b2188 JW2176	YEJM_ECOLI	GO:0005886; GO:0008484; GO:0016021	IPR017850;IPR000917;IPR012159;IPR024588;	3D-structure;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0AD30	b2327 JW2324	YFCA_ECOLI	GO:0005887; GO:0009408	IPR002781;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
P0AD35	b2358 JW2355	YFDO_ECOLI	GO:0006979		Reference proteome
P0AD47	b2543 JW2527	YPHA_ECOLI	GO:0005886; GO:0016021	IPR032808;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0AD72	b2598 JW2579	LPF_ECOLI			Leader peptide;Reference proteome
P0AD79	b0075 JW0074	LPL_ECOLI	GO:0009098	IPR012570;	Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Leader peptide;Leucine biosynthesis;Reference proteome
P0AD83	b4246 JW4205	LPPY_ECOLI	GO:0006221; GO:0019856; GO:0031555	IPR012602;	Leader peptide;Pyrimidine biosynthesis;Reference proteome
P0AD86	b0001 JW4367	LPT_ECOLI	GO:0009088; GO:0031555; GO:0031556	IPR011720;	Amino-acid biosynthesis;Leader peptide;Reference proteome;Threonine biosynthesis
P0AD89	b3707 JW3685	LPTN_ECOLI	GO:0031556; GO:0090358	IPR012620;	3D-structure;Leader peptide;Reference proteome
P0AD92	b1265 JW1257	LPW_ECOLI	GO:0000162; GO:0090357	IPR013205;	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Leader peptide;Reference proteome;Tryptophan biosynthesis
P0ADA5	b0434 JW0424	YAJG_ECOLI	GO:0005886	IPR012640;IPR005619;	Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal
P0ADA7	b1283 JW1275	OSMB_ECOLI	GO:0005886; GO:0006970; GO:0036405	IPR008816;	Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal
P0ADB1	b1739 JW1728	OSME_ECOLI	GO:0005886; GO:0006970; GO:0019867	IPR037873;IPR007450;	Cell inner membrane;Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal
P0ADD7	b4365 JW4329	YJJQ_ECOLI	GO:0003677; GO:0006355; GO:0051595	IPR016032;IPR000792;IPR036388;	DNA-binding;Reference proteome;Transcription;Transcription regulation
P0ADE2	b4217 JW5749	YTFK_ECOLI	GO:0006979; GO:0016036	IPR009491;	Reference proteome
P0ADF3	b3782 JW3755	LPRH_ECOLI	GO:0031555		Leader peptide;Reference proteome
P0ADI7	b1867 JW5307	YECD_ECOLI	GO:0005829; GO:0016787	IPR000868;IPR036380;	3D-structure;Hydrolase;Reference proteome
P0ADI9	b3468 JW3433	YHHN_ECOLI	GO:0005886; GO:0016021; GO:0047408; GO:0047409	IPR012506;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0ADJ3	b3535 JW3503	YHJR_ECOLI	GO:0090540	IPR024487;	3D-structure;Cellulose biosynthesis;Reference proteome
P0ADJ5	b3537 JW5663	BCSF_ECOLI	GO:0005886; GO:0016021; GO:0030244	IPR019995;	Cell inner membrane;Cell membrane;Cellulose biosynthesis;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0ADJ8	b3562 JW3534	YIAA_ECOLI	GO:0005886; GO:0005887; GO:0006974	IPR038972;IPR008024;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0ADK4	b3587 JW3559	YIAW_ECOLI	GO:0005886; GO:0016021	IPR011223;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0ADK6	b3594 JW3568	YIBA_ECOLI	GO:0006974; GO:0009314; GO:0016491; GO:0046677	IPR011989;IPR016024;IPR004155;	3D-structure;Reference proteome
P0ADL6	b3675 JW3651	YIDG_ECOLI	GO:0005886; GO:0016021	IPR003807;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P0ADM0	b3676 JW3652	YIDH_ECOLI	GO:0005886; GO:0006979; GO:0016021	IPR003807;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
